NCBI accession number,name of host,genus,family,order,class,phylum,domain
ASSM01,Bacteroides thetaiotaomicron dnLKV9,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
NC_021870.1,Salmonella bongori N268-08,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021879.1,Anaplasma phagocytophilum str. HZ2,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_023151.1,Thermotoga maritima MSB8,Thermotoga,Thermotogaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria
AQZP01,Mesorhizobium loti NZP2037,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AUJS01,Dorea longicatena AGR2136,Dorea,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AZJF01,Ruminococcus gnavus CC55_001C,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
BAHS01,[Clostridium] scindens VE202-05,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NC_023137.1,Phaeobacter gallaeciensis DSM 26640,Phaeobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_021173.1,Burkholderia thailandensis MSMB121,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AOMR01,Vibrio harveyi AOD131,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AREQ01,Salinispora arenicola CNT849,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
ARHP01,Salinispora tropica CNR699,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_020815.1,Xanthomonas citri subsp. citri Aw12879,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CP006736.1,Shigella dysenteriae 1617,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM002264.1,Xanthomonas axonopodis pv. glycines CFBP 7119,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AMZE01,Pseudomonas putida MTCC 5279,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CAUD02,Tropheryma whipplei str. Neuro1,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_022196.1,Fusobacterium nucleatum subsp. vincentii 3_1_36A2,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
NC_021362.1,Bacillus licheniformis 9945A,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_022784.1,Anaplasma marginale str. Gypsy Plains,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
ARHQ01,Salinispora tropica CNS416,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_021847.1,Vibrio parahaemolyticus O1:Kuk str. FDA_R31,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
ARER01,Salinispora arenicola CNS673,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_020891.1,Clavibacter michiganensis subsp. nebraskensis NCPPB 2581,Clavibacter,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_021905.1,Rhizobium etli bv. mimosae str. Mim1,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020207.1,Enterococcus faecium NRRL B-2354,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_022240.1,Neisseria gonorrhoeae MS11,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AWSU01,[Clostridium] symbiosum ATCC 14940,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NZ_CM001795.1,Treponema denticola H-22,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
AXAE01,Mesorhizobium loti USDA 3471,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_021150.1,Azotobacter vinelandii CA6,Azotobacter,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021880.1,Anaplasma phagocytophilum str. JM,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020834.1,Mannheimia haemolytica USDA-ARS-USMARC-185,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_022660.1,Campylobacter coli 15-537360,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
AOBT01,Myxococcus xanthus DZF1,Myxococcus,Myxococcaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,Bacteria
AQKO01,Brucella ovis 81/8,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CBVU010000001.1,Erwinia amylovora LA637,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_020260.1,Cronobacter sakazakii SP291,Cronobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ASSN01,Bacteroides vulgatus dnLKV7,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
CAVM01,Xenorhabdus nematophila F1,Xenorhabdus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AXAK01,Cupriavidus taiwanensis STM 6018,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP006579.1,Aeromonas hydrophila 4AK4,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_022237.1,Streptococcus intermedius C270,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_AP012541.1,Lactobacillus paracasei subsp. paracasei JCM 8130,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
ATFI01,Bacteroides cellulosilyticus WH2,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
APJC01,Rhodococcus equi NBRC 101255 = C 7,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
ASXJ01,Ochrobactrum intermedium 229E,Ochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
APPP01,Acinetobacter nosocomialis NIPH 386,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AMXH01,Acinetobacter calcoaceticus subsp. anitratus XM1570,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
APQM01,Acinetobacter pittii ANC 4050,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_AP013072.1,Streptococcus anginosus subsp. whileyi MAS624,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AOSV01,Desulfovibrio africanus PCS,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
ARTC01,Enterobacter aerogenes FGI35,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_ANOI01000001.1,Staphylococcus pseudintermedius E140,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_022440.1,Chlamydia pecorum W73,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria
CANZ01,Vibrio nigripulchritudo MADA3029,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
CAIS01,Richelia intracellularis HM01,Richelia,Nostocaceae,Nostocales,,Cyanobacteria,Bacteria
NC_023064.1,Pseudomonas sp. TKP,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AYIY01,Enterobacter sp. MGH 38,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGEM01,Corynebacterium sp. HFH0082,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
ASQK01,Citrobacter sp. KTE151,Citrobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AMWD01,Janthinobacterium sp. HH01,Janthinobacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AXBJ01,Rhodanobacter sp. OR87,Rhodanobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
ASSP01,Bacteroides massiliensis dnLKV3,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BATO01,Pseudomonas alcaligenes MRY13-0052,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM001979.1,Dickeya sp. NCPPB 3274,Dickeya,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ATWB01,Lachnobacterium bovis NK4B19,Lachnobacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
ASZB01,Serratia fonticola AU-P3(3),Serratia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AVFZ01,Planktothrix prolifica NIVA-CYA 98,Planktothrix,,Oscillatoriales,,Cyanobacteria,Bacteria
CBLG01,Yersinia sp. WP-930601,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AWGC01,Asticcacaulis sp. AC402,Asticcacaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
APVI01,Chloroflexi bacterium oral taxon 439 isolate Chl1,,,,,Chloroflexi,Bacteria
CBLF01,Yersinia sp. n.51,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AQOK01,Xanthomonas sp. SHU308,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AXMD01,Propionibacterium sp. KPL2009,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_020411.1,Hydrogenobaculum sp. HO,Hydrogenobaculum,Aquificaceae,Aquificales,Aquificae,Aquificae,Bacteria
ASQL01,Citrobacter sp. KTE32,Citrobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AVAF01,Thermoanaerobacter sp. A7A,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
NZ_CM002128.1,Streptococcus sp. HSISM1,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AWUN01,Bifidobacterium sp. 7101,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
ASQN01,Klebsiella sp. KTE92,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AYJA01,Enterobacter sp. MGH 34,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP007012.1,Pseudomonas sp. FGI182,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AOEW01,Bordetella holmesii F627,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_ARWD01000001.1,Serratia plymuthica RVH1,Serratia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AVFY01,Planktothrix agardhii NIVA-CYA 56/3,Planktothrix,,Oscillatoriales,,Cyanobacteria,Bacteria
APMC02,Xanthomonas arboricola pv. corylina str. NCCB 100457,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
ARGI01,Salinispora pacifica CNS860,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
ANMR01,Staphylococcus xylosus NJ,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
CAOF01,Vibrio nigripulchritudo SOn1,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AQOL01,Burkholderia gladioli 3848s-5,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
CBRD01,Kingella kingae BB114,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
NC_022116.1,Amycolatopsis mediterranei RB,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
APQO01,Acinetobacter pittii ANC 4052,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AQKP01,Brucella sp. 56/94,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_022541.1,Xanthomonas fuscans subsp. fuscans,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
ATJE01,Gardnerella vaginalis JCP8522,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_022909.1,Lactobacillus johnsonii N6.2,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CP006941.2,Paenibacillus polymyxa CR1,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_023032.1,Cronobacter sakazakii CMCC 45402,Cronobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CBVT010000001.1,Erwinia amylovora LA636,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AQIH01,Brucella ovis IntaBari-2010-47-268,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020229.1,Lactobacillus plantarum ZJ316,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_021739.1,Mannheimia haemolytica D174,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021881.1,Anaplasma phagocytophilum str. Dog2,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
CP003913.2,Mycoplasma pneumoniae M129-B7,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
AXAL01,Mesorhizobium loti CJ3sym,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CM001796.1,Treponema denticola ATCC 35404,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
ARNC01,[Eubacterium] siraeum DSM 15702,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NC_021994.1,Enterococcus faecium Aus0085,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_022515.1,Ralstonia pickettii DTP0602,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
ARGX01,Salinispora arenicola CNS051,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_021848.1,Vibrio parahaemolyticus O1:K33 str. CDC_K4557,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AUKS01,Salinispora tropica CNT261,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_021494.1,Lactobacillus reuteri I5007,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_022760.1,Anaplasma marginale str. Dawn,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CM001986.1,Pseudomonas syringae pv. syringae SM,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CAUF02,Tropheryma whipplei str. Art1,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_021200.1,Mycobacterium avium subsp. paratuberculosis MAP4,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CM001871.1,Xanthomonas campestris pv. campestris str. CN14,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CAAG02,Tropheryma whipplei str. Dig15,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_021485.1,Streptococcus agalactiae 09mas018883,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_021281.1,Fusobacterium nucleatum subsp. animalis 4_8,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
NZ_CM001799.1,Vibrio vulnificus VVyb1(BT3),Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021283.1,Mycoplasma hyopneumoniae 168-L,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NC_021872.1,Lactobacillus reuteri TD1,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_020799.1,Ralstonia solanacearum FQY_4,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
ARGY01,Salinispora arenicola CNP193,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NZ_CM001843.1,Porphyromonas gingivalis JCVI SC001,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
NC_022048.1,Borrelia burgdorferi CA382,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NC_022532.1,Streptococcus dysgalactiae subsp. equisimilis 167,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP003328.1,Pasteurella multocida subsp. multocida str. HB03,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021723.1,Lactobacillus rhamnosus LOCK900,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CM001797.1,Treponema denticola OTK,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
AZAM01,Mesorhizobium loti R7A,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
APHH01,Anaplasma phagocytophilum str. HGE1,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_021743.1,Mannheimia haemolytica D153,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CBVS010000001.1,Erwinia amylovora LA635,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP006580.1,Enterobacter cloacae P101,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_022807.1,Mycoplasma hyorhinis DBS 1050,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
ATJF01,Gardnerella vaginalis JCP8481B,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AVOO01,Vibrio coralliilyticus OCN008,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AQKQ01,Brucella sp. 63/311,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020125.1,Riemerella anatipestifer RA-CH-2,Riemerella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NC_021916.1,Candidatus Sulcia muelleri str. Sulcia-ALF,Candidatus Sulcia,,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
CBQX01,Kingella kingae AA255,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AYRO01,Streptococcus pseudopneumoniae 22725,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CAOE01,Vibrio nigripulchritudo SO65,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
ARGJ01,Salinispora pacifica CNS863,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_020831.1,Candidatus Portiera aleyrodidarum TV,Candidatus Portiera,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM002271.1,Streptomyces sp. GBA 94-10,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
AYJE01,Enterobacter sp. MGH 26,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ASTS01,Escherichia sp. KTE114,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ARGQ01,Arthrobacter sp. 135MFCol5.1,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NZ_CM002130.1,Streptococcus sp. HSISS3,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
ARTI01,Methylobacterium sp. 285MFTsu5.1,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020814.1,Hydrogenobaculum sp. SN,Hydrogenobaculum,Aquificaceae,Aquificales,Aquificae,Aquificae,Bacteria
AQFV01,Parabacteroides sp. ASF519,Parabacteroides,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
AQOI01,Xanthomonas sp. SHU199,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUJI01,Butyrivibrio sp. AC2005,Butyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
CAAF01,Mesorhizobium sp. STM 4661,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AQOJ01,Xanthomonas sp. SHU166,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BATN01,Sphingobium sp. KK22,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020195.1,Blattabacterium sp. (Blatta orientalis) str. Tarazona,Blattabacterium,Blattabacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NC_020286.1,Synechocystis sp. PCC 6803,Synechocystis,,Chroococcales,,Cyanobacteria,Bacteria
ARDH01,Bradyrhizobium sp. WSM4349,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ARGS01,Arthrobacter sp. 162MFSha1.1,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
ASTZ01,Escherichia sp. KTE31,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AYJF01,Enterobacter sp. MGH 25,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
APOI01,Acinetobacter sp. NIPH 809,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM002273.1,Streptomyces sp. PVA 94-07,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
NC_020210.1,Geobacillus sp. GHH01,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
CBQV01,Kingella kingae AA068,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AQKR01,Brucella sp. F23/97,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ATJG01,Gardnerella vaginalis JCP8481A,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_021287.1,Burkholderia sp. RPE64,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_021514.1,Lactobacillus plantarum 16,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_021738.1,Mannheimia haemolytica D171,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
CBLQ01,Lactobacillus acidophilus CIP 76.13,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
APHI01,Anaplasma phagocytophilum str. CRT38,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020386.1,Dehalococcoides mccartyi DCMB5,Dehalococcoides,Dehalococcoidaceae,Dehalococcoidales,Dehalococcoidia,Chloroflexi,Bacteria
NZ_CM001798.1,Treponema denticola AL-2,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
AQOM01,Burkholderia glumae 3252-8,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_021725.1,Lactobacillus rhamnosus LOCK908,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_020272.1,Bacillus amyloliquefaciens IT-45,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AQJY01,Brucella canis 79/122,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AWUU01,Porphyromonas gingivalis F0568,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
CAUO01,Vibrio harveyi VHJR7,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
ARGZ01,Salinispora arenicola CNP105,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
AUYP01,Bacillus pumilus CCMA-560,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_021831.1,Mycoplasma hyopneumoniae 7422,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NC_020547.2,Acinetobacter baumannii D1279779,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
